Name,Rating,Rating Count,Department,Would Take Again %
Rachel Teukolsky,3.9,28,English,64.0
Hao Wu,2.4,16,Psychology,37.0
Katherine Carroll,3.9,43,Political Science,92.0
Michael Montgomery,2.6,10,Mathematics,30.0
Dmitry Sonkin,3.8,9,Mathematics,100.0
Joshua Murray,4.2,17,Sociology,100.0
James  McFarland,4.7,7,Humanities,100.0
Anand Taneja,4.3,17,Religion,100.0
David Schlundt,3.7,40,Psychology,87.0
Julie Birdsong,4.7,6,Engineering,100.0
Peter Lorge,3.8,39,History,70.0
Lutz Koepnick,4.8,8,Art History,100.0
Sung Jun Han,0.0,0,Philosophy,
Ronnie Fielder,5.0,2,Science,100.0
Andrew Burnside,5.0,3,Philosophy,100.0
Ifeoma Nwankwo,3.1,16,English,50.0
Jason Mitchell,3.0,4,Engineering,86.0
Eunji Kim,5.0,1,Political Science,100.0
Alexandre Frenette,4.7,8,Sociology,91.0
Brian Sierawski,4.6,19,Engineering,100.0
Laurie Woods,4.7,33,Sociology,100.0
Cynthia Wasick,3.5,38,Languages,82.0
Andrea Capizzi,4.8,10,Education,100.0
Dylan Domel-White,4.5,6,Mathematics,100.0
David Lubinski,2.7,7,Psychology,50.0
Sarah Williams,3.0,1,Music,67.0
Robert Fry,4.3,72,Music,84.0
Pascal Le Boeuf,4.5,4,Music Technology,50.0
Joshua McGuire,4.7,8,Music,75.0
Leigh Gilchrist,4.3,41,Human Development,67.0
Lacey Hartigan,1.0,1,Education,50.0
Robert Barsky,4.6,21,English,100.0
Diana Sordillo,4.3,7,Mathematics,100.0
Jessie Hock,4.9,9,English,100.0
We Jung Yi,3.6,11,Asian Studies,67.0
Marzia Milazzo,4.0,9,English,67.0
Courtney Preston,1.0,1,Education,50.0
David Berezov,3.3,17,Engineering,64.0
David Ikard,3.2,9,African-American Studies,50.0
Paul Stob,4.8,13,Communication,100.0
Kelly Cunningham,5.0,1,Philosophy,100.0
Hayden Jananthan,2.4,8,Mathematics,38.0
Edward Rubin,2.3,3,Law,50.0
Orest Glembocki,1.5,2,Engineering,60.0
Gabor Karsai,2.6,9,Engineering,34.0
Isidora Miranda,4.5,2,Music,100.0
Eric Ritter,3.8,13,Philosophy,70.0
Brant Beard,5.0,1,Human Development,100.0
Michel Lapre,4.8,9,Business,78.0
William Christie,3.7,7,Finance,34.0
Alexander Jacobs,4.9,14,American Studies,100.0
Kristen Tompkins,4.2,27,Psychology,78.0
Heather Lefkowitz,4.7,17,Human Development,89.0
Jamie Pope,4.5,52,Nursing,86.0
Mark Sapir,2.1,5,Mathematics,20.0
Ben Jordan,4.8,31,Engineering,95.0
Tariq Thachil,5.0,8,Political Science,100.0
Pamela Pigg,3.7,193,Mathematics,52.0
Dan Work,4.0,2,Engineering,75.0
Richard McCarty,4.5,11,Psychology,77.0
Daniel Solomon,4.6,50,Classics,84.0
Amy Booth,4.1,16,Psychology,78.0
Shatema Threadcraft,0.0,0,Political Science,50.0
Carmelo Rizzo,3.6,49,Chemistry,97.0
Odie Blackmon,5.0,3,Music,100.0
Joy Calico,4.0,20,Music,60.0
Joe Hamilton,1.8,12,Physics,0.0
Adeana McNicholl,5.0,8,Religion,100.0
Alexandra Sargent Capps,3.5,6,Theater,72.0
Peter Bils,2.9,7,Economics,65.0
Julian Hillyer,3.4,37,Biology,68.0
Courtney Travers,3.6,16,Communication,84.0
Todd Graham,4.0,39,Biology,77.0
Alicia Lorenzo-Garcia,4.2,19,Languages,84.0
Georgene Troseth,4.2,40,Psychology,73.0
John Sides,4.8,6,Political Science,85.0
Seth Bordenstein,4.3,40,Biology,84.0
Joan Dayan,3.3,16,English,25.0
Joanne Golann,3.0,2,Human Development,50.0
William Luis,3.5,13,Languages,67.0
Edward Saff,3.9,16,Mathematics,75.0
David Wasserstein,3.0,20,History,15.0
Christopher White,5.0,1,Computer Science,100.0
Christopher Loss,0.0,0,Human Development,50.0
Kelly Swope,4.8,4,Philosophy,100.0
Ghina Absi,4.8,5,Engineering,100.0
Ken Frampton,4.1,24,Engineering,79.0
Nate Tenpas,5.0,1,Mathematics,100.0
Jakayla Robbins,3.4,60,Mathematics,67.0
Woden Kusner,3.5,11,Mathematics,82.0
Jocelyne Ishak,3.0,13,Mathematics,54.0
Arthur Demarest,3.3,17,Anthropology,84.0
Samuel Rizzo,3.5,7,Mathematics,95.0
Jonathan Metzl,0.0,0,Social Science,
Amy Cooter,2.6,20,Sociology,40.0
Michael Burcham,0.0,0,Business,
Jason Valentine,4.0,1,Engineering,100.0
Amrutur Anilkumar,3.2,10,Engineering,50.0
Michael Goldfarb,3.7,3,Engineering,100.0
Ken Catania,4.7,34,Biology,96.0
Kathryn David,4.8,6,History,100.0
Asami Nakano,5.0,2,Languages,100.0
Nozomi Imai,4.4,10,Languages,84.0
Hallie Cho,0.0,0,Business,0.0
Keith Weghorst,3.8,24,Political Science,77.0
T.S. Harvey,4.8,11,Anthropology,93.0
Yu Huang,0.0,0,Computer Science,100.0
Tracy Miller,3.8,26,Art History,34.0
Douglas Shadle,5.0,10,Music,100.0
Simone Stirner,5.0,8,Languages,100.0
Nathalie Porter,4.0,30,Languages,55.0
Matthew Worsnick,0.0,0,Architecture,
Yogesh Barve,4.3,3,Electrical Engineering & Computer Science,100.0
Edward Stringfellow,5.0,1,Computer Science,100.0
Analisa Packham,4.4,9,Economics,89.0
James  Patton,4.0,7,Biology,92.0
Erin York,2.0,1,Political Science,86.0
Danyelle Valentine,4.4,13,Women's Studies,87.0
Rachel Racicot,5.0,1,Biology,100.0
Chalene Helmuth,4.4,33,Languages,100.0
Jennifer Gunderman,4.5,53,Music,95.0
Douglas Adams,4.6,11,Engineering,92.0
Amy Faeder,3.3,36,Sociology,50.0
Doug Schmidt,3.7,26,Computer Science,67.0
Frank Robinson,4.8,36,History,86.0
Hojat Ghandi,2.9,27,Economics,43.0
Taylor McNeil,3.0,2,Mathematics,67.0
Miguel Herranz,3.9,5,Spanish,100.0
Kevin Rilling,5.0,7,Music,100.0
Nathan Tenpas,5.0,1,Mathematics,100.0
Emerson Bodde,5.0,1,Philosophy,100.0
Kristen Fauria,0.0,0,Geology,100.0
Sheri Shaneyfelt,4.8,40,Art History,88.0
Christina Marasco,3.7,8,Engineering,63.0
Neil Kelley,4.5,17,Geology,78.0
Thomas Schwartz,4.7,51,History,96.0
Emanuele Costa,4.0,1,Philosophy,100.0
Gieri Simonett,3.9,46,Mathematics,84.0
Sarah Quincy,1.1,21,Economics,0.0
Freeman Wu,4.3,7,Business,82.0
Celso Castilho,4.6,11,History,100.0
Li Min Chen,1.5,10,Human Development,10.0
Savanna Starko,4.7,18,Physics,100.0
Cynthia Brame,4.7,20,Biology,90.0
Tara Todd,4.2,144,Chemistry,87.0
Piran Kidambi,2.0,4,Engineering,50.0
Nina Martin,5.0,2,Human Development,100.0
Paul Chaney,2.5,4,Accounting,25.0
Claudine Taaffe,3.2,23,African-American Studies,56.0
Prasad Polavarapu,3.7,64,Chemistry,67.0
Jihan Mohammed,0.0,0,Sociology,100.0
Akos Ledeczi,4.2,32,Computer Science,95.0
Jenna Christian,0.0,0,Social Science,100.0
Hilario Lomeli,0.0,0,Ethnic Studies,100.0
Gretchen Selcke,4.4,5,Ethnic Studies,100.0
Samuel Shepherd,0.0,0,Mathematics,100.0
Vivian Shaw,0.0,0,Asian Studies,100.0
Maya Kushan,0.0,0,Mathematics,100.0
Rong Wang,0.0,0,Human Development,100.0
Daniel Arena,4.9,131,Computer Science,99.0
Dominique Piot,2.6,66,Computer Science,33.0
Craig Lindsley,5.0,3,Chemistry,100.0
Jonathan Waters,3.5,8,Film,60.0
Judith Klass,3.9,22,English,80.0
Emilia Canahuati,5.0,1,Psychology,100.0
Kimberly Paulsen,5.0,1,Education,100.0
Christoph Zeller,4.1,17,Languages,67.0
Christopher Li,0.0,0,Economics,
Deon Benton,0.0,0,Psychology,100.0
Jessica Bennett,5.0,1,Medicine,100.0
Christine Quinn Trank,4.8,7,Human Development,100.0
Courtney Rehkamp,0.0,0,Languages,
Matthew Ratner,0.0,0,Fine Arts,
Corey Gheesling,5.0,2,Human Development,100.0
Kendall Park,4.2,12,Management,100.0
Mark Sanchez,0.0,0,Asian Studies,100.0
Michael Bess,4.6,72,History,100.0
Craig Blaha,5.0,1,Human Development,100.0
Jessica Gilpin,2.5,35,Biology,100.0
Leonardo Abbrescia,5.0,1,Mathematics,100.0
Sean McAfee,0.0,0,Mathematics,100.0
Jelena Bogdanovic,5.0,1,Classics,100.0
Justine Hoch,0.0,0,Psychology,100.0
Jacob Haley,0.0,0,Mathematics,100.0
Karan Jani,0.0,0,Physics & Astronomy,
Kelly Pohland,0.0,0,Mathematics,100.0
Dr. Kevin,5.0,18,Biology,100.0
Adam List,3.3,117,Chemistry,68.0
David Florian,0.0,0,Engineering,100.0
Bill Collins,4.3,19,Economics,88.0
Laura Stark,3.4,12,Medicine,79.0
William Booth,4.1,39,Political Science,63.0
Joe Rando,4.1,34,Business,85.0
Dusan Danilovic,3.7,9,Astronomy,100.0
Ashmeet Oberoi,0.0,0,Human Development,100.0
Jordan Jurinsky,1.3,6,Human Development,0.0
Ruppi Saggi,4.3,31,Economics,95.0
Brian Rejack,3.4,11,English,
Kimberly Bess,2.7,27,Human Development,67.0
Ruth Rogaski,4.3,24,Health Science,84.0
Michelle Sulikowski,4.0,84,Chemistry,93.0
Adriane Seiffert,3.7,45,Psychology,78.0
Lily Claiborne,3.7,61,Geology,71.0
Stephen Buckles,3.2,331,Economics,35.0
Steven Wenz,4.5,14,Languages,100.0
Julio Cáceres Gonzales,3.2,9,Mathematics,56.0
Alexander Christensen,0.0,0,Human Development,
Gergan Mabel,0.0,0,Asian Studies,
Meiyi Ma,4.0,1,Computer Science,100.0
Kimberly  Mckinson,0.0,0,Anthropology,100.0
Lorrie  Moore,0.0,0,English,
Charleson Bell,0.0,0,Biomedical,
Leigh Wadsworth,4.3,50,Education,91.0
Katherine Friedman,4.1,52,Biology,70.0
Peter Rousseau,3.6,14,Economics,100.0
Heraldo Falconi,4.7,34,Languages,95.0
Leslie Smith,3.8,199,Psychology,73.0
Steven Hollon,4.7,29,Psychology,100.0
Pengfei Li,0.0,0,Asian Studies,
Christos Constantinidis,0.0,0,Engineering,100.0
Lorenzo Gavassino,0.0,0,Mathematics,
Erin Henrick,0.0,0,Education,
Grayson McClain,5.0,1,Engineering,100.0
Michelle Young,3.0,1,Anthropology,100.0
Lisa  Bloomquist,0.0,0,Languages,
Ismail  Kurun,0.0,0,Philosophy,100.0
Marcus Dillender,5.0,1,Economics,100.0
Allena Berry,5.0,1,Education,100.0
Ari Caramanica,2.0,1,Anthropology,100.0
Jack Crawford,5.0,1,Art History,100.0
Bryan Ward,1.0,1,Computer Science,
Tiffany Saul,0.0,0,Anthropology,
Djenanway Se-Gahon,0.0,0,English,
David Carlone,0.0,0,Human Development,
Craig Lewis,1.0,1,Finance,0.0
Jessica Logan,0.0,0,Education,
John Marshall,5.0,1,Education,100.0
Jieying Wu,0.0,0,Engineering,
Amy Owen,0.0,0,Human Development,
Jirong Long,0.0,0,Medicine,
Jeong-Oh Kim,4.0,19,English,71.0
Daniel Moyer,0.0,0,Computer Science,
Lin Meng,0.0,0,Science,100.0
Calynn Dowler,4.0,1,Religion,100.0
Jihye Heo,2.2,10,Economics,100.0
Catherine McTamaney,4.0,53,Education,81.0
Kevin Leach,5.0,3,Computer Science,100.0
Ashleigh Maxcey,3.3,62,Psychology,67.0
Antonis Rokas,4.1,17,Biology,100.0
Kent Dolezal,4.2,33,Economics,91.0
Emily Ritter,3.0,30,Political Science,62.0
Michelle Marcus,2.4,5,Economics,0.0
Mohammed Allehbi,5.0,1,Classics,100.0
Jennifer McGuire,5.0,1,Music Education,100.0
Sophia Vinci-Booher,0.0,0,Mathematics,100.0
Geoffrey Moseley,0.0,0,Classics,
Laurence Zwiebel,2.6,68,Biology,40.0
Xiaoguang Dong,0.0,0,Engineering,100.0
Daniel Diermeier,4.0,2,Political Science,100.0
Jie Ying Wu,0.0,0,Computer Science,100.0
Bob  Spieth,0.0,0,Business,100.0
Bridget Rogers,2.5,41,Engineering,38.0
Eric Gurevitch,0.0,0,Humanities,
Thomas Huebner,5.0,1,Languages,100.0
Norbert Ross,3.2,35,Anthropology,100.0
Julia Noland,3.5,43,Psychology,94.0
Amy Needham,3.9,20,Psychology,91.0
Lijun Song,3.4,20,Sociology,25.0
Jared Nordman,4.2,22,Biology,87.0
Diana Heney,2.8,5,Philosophy,67.0
Carmine Grimaldi,4.0,1,Film,100.0
Lucie Kalousova,3.0,5,Sociology,100.0
Qais Assali,1.5,2,Art,
Andre Bastos,5.0,1,Neuroscience,100.0
Yolanda McDonald,4.0,1,Human Development,100.0
Anna Marra,5.0,1,Languages,100.0
Eric Bond,3.5,11,Economics,100.0
Forrest Laine,0.0,0,Engineering,100.0
Jeffrey Johnston,3.4,26,Chemistry,78.0
Melanie Hundley,0.0,0,English,
Veronika Pool,2.5,11,Finance,67.0
Adam Blandin,1.3,4,Economics,100.0
James Pilgrim,5.0,1,Art History,100.0
Victoria Hensley,5.0,1,Art History,100.0
Raghav Kunnawalkam Elayavalli,5.0,1,Physics,100.0
Gayathri Narasimham,2.7,33,Psychology,75.0
Ashok Choudhury,4.3,18,Engineering,94.0
Samuel Dolby,0.0,0,History,
Samuel Dolbee,5.0,1,History,100.0
Richard Welsh,0.0,0,Human Development,
Gina Bai,3.4,16,Computer Science,100.0
Nicole Hemmer,5.0,1,History,100.0
Sarah McIlroy,5.0,1,Human Development,100.0
Liudmyla Kryvonos,5.0,1,Mathematics,100.0
Amanda Benson,3.4,59,Biology,96.0
Stephanie Graves,5.0,1,English,100.0
Myrna Wooders,1.5,41,Economics,72.0
James Weimer,0.0,0,Computer Science,
Jay Clayton,3.9,13,English,100.0
Ronald Hedgecock,0.0,0,Computer Science,
Jamie Leddin,3.6,57,Business,72.0
Gilman Whiting,3.9,54,African-American Studies,34.0
Adugna Olani,2.5,52,Economics,56.0
Shervin Hajiamini,3.3,26,Computer Science,95.0
Jenel Cassidy,4.0,6,Medicine,100.0
Laura Novick,2.1,58,Psychology,20.0
Paul Kramer,3.2,27,History,48.0
Karen Enyedy,3.3,20,Human Development,77.0
Gregory Leo,4.4,26,Economics,100.0
Johnathan Dyke,5.0,3,Business,100.0
Alexis Finet,5.0,4,Languages,100.0
Brian Heuser,4.3,24,Education,89.0
Cynthia Paschal,2.7,32,Engineering,18.0
Mitch Wilkes,4.1,16,Engineering,100.0
Page Oliver,0.0,0,English,
Alexander Schmidt,0.0,0,History,
Tracey Armstrong,3.7,3,Education,67.0
Robert Housden,5.0,1,Mathematics,100.0
Erika Grundstrom,3.0,54,Physics & Astronomy,60.0
Eric Wilkey,5.0,1,Psychology,100.0
Bethany Nickel,0.0,0,Music Education,
Robbie Housden,5.0,2,Mathematics,100.0
Lauren Mitchell,4.3,4,English,100.0
Lyn Radke,4.5,22,Philosophy,85.0
Robert Tairas,3.7,26,Engineering,86.0
Mudassir Shabbir,3.8,4,Computer Science,100.0
Joshua White,0.0,0,Finance,
Peter Huston,3.5,8,Mathematics,100.0
Karen Krieger,3.0,13,Music,50.0
Blane Hollingsworth,1.7,3,Mathematics,100.0
Brittany Chase,4.1,52,Music,86.0
Marshall C. Eakin,4.4,29,History,90.0
Jacob Sauer,5.0,27,Anthropology,100.0
Keivan Stassun,4.2,54,Astronomy,67.0
Robert Tairas,3.3,65,Computer Science,67.0
Elliott McCarter,4.9,8,Languages,100.0
Chiara Sulprizio,3.9,17,Classics,86.0
Michael Stone,2.3,16,Chemistry,31.0
Katherine Crawford,4.8,31,History,100.0
Mark Does,3.0,6,Engineering,67.0
Ben Tran,4.6,22,Asian Studies,100.0
Shawn Phillips,3.6,161,Chemistry,73.0
Natasha McClure,0.0,0,Nursing,
Brittany Haskell,0.0,0,Nursing,
Alissa Hare,4.6,93,Chemistry,92.0
Meredyth Wegener,3.9,12,Neuroscience,91.0
Joshua Whilte,0.0,0,Finance,
John Rafter,3.5,121,Mathematics,65.0
Hengrong Du,4.2,5,Mathematics,100.0
Allison Leich Hilbun,3.5,21,Biology,72.0
Tim Holman,3.9,52,Engineering,86.0
Seok Bae Jang,4.5,17,Languages,94.0
Russell Platt,3.2,9,Music,72.0
Karim Nchare,2.9,21,Economics,100.0
Dennis Dickerson,3.3,24,History,88.0
Alexandria Damiano,5.0,1,Psychology,100.0
Autumn Kujawa,5.0,2,Psychology,100.0
Jeanne Peter,4.8,5,Education,
Corbette Doyle,2.3,7,Human Development,0.0
Pedro Sant'Anna,3.5,15,Economics,55.0
Carl Johnson,3.7,93,Biology,89.0
Craig Smith,4.3,39,Psychology,90.0
Panka Bencsik,0.0,0,Social Science,
Brandi Brimmer,2.6,14,History,
Craig Tainter,4.3,58,Chemistry,92.0
James Bisbee,4.4,13,Political Science,100.0
Lori Rafter,3.2,149,Mathematics,45.0
Kevin Grace,2.4,22,Mathematics,45.0
Kejia Hu,3.6,23,Business,67.0
Krista Mehari,0.0,0,Psychology,
Maithilee Kunda,1.5,16,Computer Science,14.0
Michael Porter,3.3,24,Music,80.0
BethAnn McLaughlin,0.0,0,Neuroscience,
Eli Minor,0.0,0,Philosophy,
Weng Poo Kang,2.6,13,Engineering,17.0
Eric MacPhail,1.7,13,Philosophy,17.0
Robert Campany,3.5,19,Religion,82.0
Richard Lloyd,3.1,60,Sociology,60.0
David Wood,3.6,9,Philosophy,100.0
Rebekah Maggor,4.5,4,English,
Spencer Dowdall,3.1,18,Mathematics,53.0
Soheil Kolouri,5.0,4,Electrical Engineering & Computer Science,100.0
Leor Halevi,4.2,21,History,80.0
Rhonda Williams,3.8,4,History,75.0
Momchil Velkovsky,2.5,75,Physics,29.0
Mark Woelfle,3.5,73,Biology,47.0
Carrie Russell,3.9,68,Political Science,82.0
Julie Johnson,3.7,63,Computer Science,78.0
Gerald Roth,4.2,150,Computer Science,82.0
Zaruhi Sahakyan,2.9,79,Economics,75.0
Xenofon Koutsoukos,4.0,13,Engineering,100.0
Nancy Reisman,4.0,12,English,100.0
Iggy Cortez,4.4,5,Film,80.0
Md Kamrul Hasan,3.3,67,Computer Science,84.0
Abhishek Dubey,4.1,7,Computer Science,100.0
Peter Schram,3.4,27,Political Science,60.0
Kimberly Marble,1.3,6,Psychology,100.0
Meaghan Mundy,3.5,2,Human Development,100.0
Victoria Hoover,3.0,2,English,100.0
Lenn Goodman,2.4,20,Philosophy,25.0
Alice Mark,3.0,54,Mathematics,54.0
Matthew Zaragoza-Watkins,3.1,31,Economics,67.0
David Lewis,4.1,43,Political Science,74.0
Jeremy Payne,3.4,41,Human Development,78.0
David Hess,4.3,16,Sociology,89.0
Anna Marie Bohmann,4.1,14,Mathematics,75.0
Andrew Finch,4.1,7,Human Development,100.0
Julian Wuerth,3.3,22,Philosophy,63.0
Leonora Williamson,4.7,36,Management,95.0
Emily Kimball,0.0,0,Medicine,
Brenda Enriquez,3.1,7,Physics,100.0
Steven Csorna,1.9,42,Physics,19.0
Olexander Vlasiuk,3.6,14,Mathematics,88.0
Vikash Singh,2.9,39,Computer Science,45.0
Carlos Nugent,3.4,5,English,100.0
Suzana Herculano-Houzel,2.0,29,Psychology,100.0
Douglas Fisher,2.5,28,Computer Science,60.0
Csaba Biegl,0.0,0,Computer Science,
Sourish Dutta,4.4,121,Physics,95.0
Jose Aznar,4.4,60,Languages,93.0
Daniel Morgan,4.1,27,Geomorphology & Geochronology,58.0
Lynne Cooper,5.0,3,Engineering,100.0
Lida Rabiei,1.0,6,Mathematics,
Rebeca Gamez,0.0,0,Ethnic Studies,
Isabella Reinhardt,4.4,17,Classics,83.0
Heather Luea,4.1,128,Economics,88.0
Sylvester Allred,4.7,101,Biology,
Bill Palmer,4.0,36,English,100.0
Kerry Hull,3.1,10,Science,100.0
Gunter Scholz,2.9,74,Physics,22.0
Patricia Thoms-Cappello,3.2,51,English,0.0
Nicole Henderson,4.5,57,English,100.0
Tony Rosso,4.0,58,English,100.0
Margo Watt,4.5,39,Psychology,100.0
Mary L McCollam,3.5,37,Computer Science,100.0
Kim Ankers,2.8,9,Business,100.0
Ehab El-Saadany,4.6,261,Engineering,100.0
Ray Legge,4.6,33,Engineering,0.0
Victor Yu,4.3,70,Economics,56.0
Jack Weiner,4.8,170,Mathematics,100.0
Stanley Lipshitz,3.1,72,Mathematics,
William Bill Cowan,2.2,72,Computer Science,
Dane Heuchemer,4.1,32,Music,100.0
Bill Bowie,4.8,61,Psychology,
Homer Lusk,3.2,103,English,34.0
Nicki Locascio,4.4,83,Biology,50.0
Zongwu Cai,3.8,34,Mathematics,
Donna Leamy,3.2,111,Mathematics,100.0
. Molchanov,3.7,27,Mathematics,
Ira Braus,2.5,19,Music History,100.0
Glen Adsit,4.4,24,Music,100.0
Gabor Viragh,4.4,32,Music,100.0
Akane Mori,3.8,16,Music,100.0
Michael Schiano,4.6,22,Music,
Glen Wood,4.9,15,Business,
Patrick Miller,4.2,10,Music,
John Feierabend,4.7,8,Music Education,
Robert Pavur,4.3,20,Business,100.0
Taylor Rhoads,2.4,11,Mathematics,100.0
