Name,Rating,Rating Count,Department,Would Take Again %
Brenton Kenkel,4.2,10 ratings,Political Science,100%
Alfredo Gurrola,4.6,9 ratings,Physics,86%
Nabil Simaan,2.1,14 ratings,Engineering,50%
Kevin Galloway,0.0,0 ratings,Mechanical Engineering,N/A
Paul Deakin,3.7,20 ratings,Music,78%
Elizabeth Moodey,3.7,24 ratings,Art History,100%
Joshua Salazar,5.0,2 ratings,Music,100%
Ben Eden,1.0,2 ratings,Economics,0%
Robert Driskill,2.4,44 ratings,Economics,24%
Valerie Guenst,4.3,5 ratings,Biomedical,80%
Teresa Dunleavy,3.0,1 ratings,Education,100%
Caroline Randall Williams,5.0,4 ratings,Humanities,100%
Victoria Greene,3.6,14 ratings,Physics,67%
Frank Wcislo,3.8,29 ratings,History,100%
Lauren Clay,4.3,13 ratings,History,100%
Matthew Congdon,4.5,13 ratings,Philosophy,89%
Jeff Bennett,4.6,5 ratings,Communication,84%
Quan Wen,3.2,16 ratings,Economics,N/A
Karl Zelik,4.3,5 ratings,Engineering,100%
David Johnson,5.0,7 ratings,Languages,100%
John Koch,4.5,4 ratings,Communication,100%
Latonya Trotter,4.0,18 ratings,Sociology,80%
Eve Rifkin,4.0,1 ratings,Education,100%
Sophia Click,0.0,0 ratings,Chemistry,N/A
Robert Bodenheimer,2.3,10 ratings,Computer Science,100%
Margaret Kelly,4.5,2 ratings,Languages,100%
William Evans,1.7,7 ratings,Engineering,0%
Gary Kimball,4.2,27 ratings,Management,100%
Kevin Huang,2.7,14 ratings,Economics,0%
Sonya Sterba,3.7,14 ratings,Psychology,65%
Daniela D'Eugenio,5.0,7 ratings,Languages,100%
Anthony Reed,5.0,4 ratings,English,100%
Yuankai Huo,5.0,2 ratings,Engineering,100%
Deyu Li,3.4,4 ratings,Engineering,100%
Moses Ochonu,3.2,22 ratings,History,50%
Edward Wright-Rios,4.0,10 ratings,History,100%
Thomas Withrow,4.4,8 ratings,Engineering,100%
Jeremiah Palmer,5.0,1 ratings,Human Development,100%
Letizia Modena,5.0,3 ratings,Languages,100%
Anthere Nzabatsinda,3.0,24 ratings,Languages,50%
Leon Bellan,2.5,13 ratings,Engineering,54%
William Robinson,2.6,22 ratings,Engineering,55%
Kelly Slay,0.0,0 ratings,Human Development,N/A
Mazalit Haim,5.0,3 ratings,Jewish Studies,100%
Philip Pettis,5.0,1 ratings,Sociology,100%
Brother Bari,5.0,1 ratings,African-American Studies,100%
Andres Zamora,4.8,12 ratings,Languages,100%
Karen de Melo,2.0,1 ratings,Languages,0%
Akram Aldroubi,4.2,42 ratings,Mathematics,96%
Patrick Murphy,4.9,57 ratings,Languages,100%
Kenneth Pence,3.9,27 ratings,Engineering,77%
Lesley Turner,3.0,4 ratings,Economics,25%
Denise Due,3.4,50 ratings,Science,47%
Jo-Anne Bachorowski,3.3,33 ratings,Psychology,75%
Jeffrey Schall,3.7,12 ratings,Psychology,45%
Keith Kitchen,4.2,13 ratings,Classics,100%
Rebecca Vandiver,3.8,16 ratings,Art History,82%
Mireille Lee,3.6,19 ratings,Art History,63%
Lorraine Catanzaro,4.7,48 ratings,Languages,94%
Matthew Walker,2.5,4 ratings,Engineering,50%
Lucius Outlaw,2.7,19 ratings,Philosophy,39%
Christina Karageorgou,3.0,21 ratings,Languages,80%
Xianmin Liu,3.9,23 ratings,Languages,100%
Jose Cardenas Bunsen,4.7,8 ratings,Languages,100%
Zdravka Tzankova,4.8,19 ratings,Sociology,100%
John Warren,4.4,15 ratings,Fine Arts,75%
Jana Harper,4.6,7 ratings,Fine Arts,100%
Sahar Sajadieh,1.0,1 ratings,Film,0%
Peter Haslag,4.2,12 ratings,Business,80%
Tony Earley,2.8,15 ratings,English,100%
Carlos Amado,4.7,3 ratings,Languages,100%
Kathleen McKiernan,2.9,14 ratings,Economics,60%
Linda Hutchison,3.9,132 ratings,Mathematics,62%
Rory Dicker,2.0,1 ratings,Women's Studies,50%
Holly Longair,5.0,1 ratings,Philosophy,100%
Craig Duvall,2.1,11 ratings,Engineering,13%
Heather Fedesco,5.0,2 ratings,Human Development,100%
Ryan Balch,5.0,7 ratings,Human Development,100%
Mark Schoenfield,4.6,18 ratings,English,84%
Kendal Broadie,3.8,89 ratings,Biology,69%
Rena Robinson,2.7,13 ratings,Chemistry,65%
Christopher Johns,4.4,23 ratings,Art History,100%
Stephen Ornes,4.4,5 ratings,Communication,92%
Jorge Román-Aponte,1.8,9 ratings,Mathematics,0%
Rita Gunn,4.6,8 ratings,Business,100%
Susan Kevra,3.8,41 ratings,Languages,75%
Courtney Peterson,3.3,4 ratings,Medicine,67%
Peter Lake,3.0,7 ratings,History,0%
David Vassallo,0.0,0 ratings,Chemistry,N/A
Luis Lopez Gonzalez,4.6,8 ratings,Languages,91%
Odie Lindsey,4.2,9 ratings,English,84%
Rita Gunn,3.7,3 ratings,Accounting,80%
Thea Autry,3.0,2 ratings,English,34%
Emily Greble,5.0,12 ratings,History,100%
Alexis Wells,5.0,4 ratings,African-American Studies,100%
Bianca Manago,4.8,5 ratings,Sociology,100%
Amanda Clayton,4.4,13 ratings,Political Science,93%
Tara McKay,4.3,7 ratings,Sociology,67%
Jeongoh Kim,3.4,10 ratings,English,100%
Mitchell Korn,4.9,10 ratings,Music,100%
S Kelner,4.7,21 ratings,Sociology,100%
Steve Goodbred,4.3,44 ratings,Geology,88%
Maria Pintane,3.9,28 ratings,Languages,100%
Markus Eberl,3.6,26 ratings,Anthropology,54%
Juleigh Petty,4.2,17 ratings,Medicine,91%
Elizabeth Covington,4.8,31 ratings,English,100%
Jonathan Gilligan,4.4,34 ratings,Geology,100%
Scott Juengel,4.6,9 ratings,English,100%
Catherine Chang,0.0,0 ratings,Computer Science,100%
Daniel Balasubramanian,4.4,9 ratings,Computer Science,93%
Brian Beach,4.4,5 ratings,Economics,100%
Peter Adrid,4.3,4 ratings,Chemistry,100%
Jennifer Dunbar,4.9,11 ratings,Psychology,100%
Lloyd Massengill,3.5,3 ratings,Engineering,0%
David Chan,5.0,1 ratings,Mathematics,100%
Frederick Sienkiewicz,5.0,2 ratings,Music,100%
Isabel Gauthier,2.5,83 ratings,Psychology,28%
Michael Slayton,4.3,13 ratings,Music,100%
Sumati Thareja,2.0,3 ratings,Mathematics,0%
Denis Zhernokleyev,4.5,17 ratings,Languages,96%
Carolina Palacios,3.5,19 ratings,Languages,80%
Hunter Land,4.6,8 ratings,Accounting,100%
Vicki Harris,4.3,20 ratings,Psychology,93%
Elsa Filosa,4.4,26 ratings,Languages,100%
Anita Mahadevan-Jansen,4.0,20 ratings,Engineering,100%
Adam Anderson,5.0,2 ratings,Biomedical,100%
Andrew Dustan,4.5,6 ratings,Economics,88%
Idit Dobbs-Weinstein,2.7,19 ratings,Philosophy,67%
Amy Levine,0.0,0 ratings,Divinity,N/A
Eric Spivey,4.0,1 ratings,Engineering,100%
Kelsey Hatzell,3.7,10 ratings,Mechanical Engineering,73%
Graham Reside,5.0,1 ratings,Religion,100%
William Holmes,1.8,24 ratings,Physics,21%
Hiba Baroud,5.0,3 ratings,Engineering,100%
Adam Prenosil,3.9,14 ratings,Mathematics,79%
Paul Sheldon,3.8,21 ratings,Physics,100%
Susan Verberne-Sutton,3.9,24 ratings,Chemistry,89%
Joanna Huh,4.0,1 ratings,English,100%
Mark Ellingham,4.6,10 ratings,Mathematics,90%
Brandon Strickland,5.0,2 ratings,Mathematics,100%
Alex Dubilet,4.2,10 ratings,Political Science,67%
Elizabeth Sandberg,3.4,8 ratings,Psychology,80%
Jon Meacham,5.0,1 ratings,Political Science,100%
John Geer,3.8,57 ratings,Political Science,100%
Joshua Clinton,4.5,11 ratings,Political Science,89%
Julia Cohen,4.5,12 ratings,History,86%
William Fowler,3.5,25 ratings,Anthropology,100%
Elisabeth Dykens,4.8,6 ratings,Education,100%
Hideko Shimizu,3.3,3 ratings,Languages,84%
Jennifer Trueblood,5.0,3 ratings,Psychology,100%
Benjamin Legg,4.8,7 ratings,Languages,100%
Malcolm Avison,3.0,1 ratings,Neuroscience,67%
Lisa Pray,4.0,4 ratings,Education,75%
Michael Hodges,3.6,25 ratings,Philosophy,46%
Elvira Morell,4.8,7 ratings,Languages,100%
Shane Hutton,3.6,25 ratings,Psychology,75%
Isaac West,5.0,4 ratings,Communication,100%
Malin Hu,2.6,13 ratings,Economics,53%
Alex Powell,4.4,31 ratings,Mathematics,100%
Silke Schade,4.9,11 ratings,Writing,100%
Julianne Vernon,4.7,3 ratings,Engineering,100%
Paul Miller,4.3,10 ratings,Languages,86%
Gautam Biswas,2.8,7 ratings,Engineering,50%
John Weymark,4.0,17 ratings,Economics,60%
Ivan Medri,2.3,11 ratings,Mathematics,36%
R Dicker,3.1,24 ratings,Women's Studies,34%
Dominique Behague,4.9,6 ratings,Anthropology,100%
Eric Barth,3.5,2 ratings,Mechanical Engineering,50%
Jesse Blocher,3.0,2 ratings,Business,50%
Matt Shotwell,3.0,1 ratings,Biomedical,0%
Stan Link,4.2,37 ratings,Music,100%
Sarah Gorman,4.8,5 ratings,American Studies,100%
Waseem Abbas,4.6,21 ratings,Computer Science,91%
Alicia Garcia,3.2,27 ratings,Languages,50%
Bryant White,0.0,0 ratings,Languages,100%
James Hateley,2.9,8 ratings,Mathematics,38%
Noel Austin,3.9,6 ratings,Sociology,100%
Grace Work,4.1,17 ratings,Mathematics,71%
Sam Stover,0.0,0 ratings,English,100%
David Williams,3.7,10 ratings,Music,80%
Elena Sergio,5.0,1 ratings,Languages,100%
Deanna Walker,4.2,30 ratings,Music,100%
Yuya Sasaki,5.0,2 ratings,Economics,100%
Tucker Biddlecombe,4.1,9 ratings,Music Performance,67%
Dan Fleetwood,4.5,17 ratings,Engineering,100%
Andrea Mirabile,4.4,14 ratings,Languages,92%
Garnett Slatton,3.7,45 ratings,Management,88%
Clifford Lippard,4.7,11 ratings,Political Science,100%
Claire King,4.0,12 ratings,Film,0%
Allison Anoll,4.8,8 ratings,Political Science,100%
Rachel Heath,5.0,1 ratings,Religion,100%
Maria Sayil-Camacho,4.3,7 ratings,Human Development,75%
Jada Benn Torres,3.5,11 ratings,Anthropology,59%
Ravindra Duddu,4.2,5 ratings,Engineering,88%
Jonathan Sprinkle,5.0,1 ratings,Computer Science,100%
Shilo Anders,5.0,1 ratings,Computer Science,100%
Aidan Lorenz,5.0,2 ratings,Mathematics,100%
Willis Hulings,4.3,12 ratings,Finance,93%
Ole Molvig,4.4,16 ratings,History,93%
Guojun Wang,5.0,7 ratings,Asian Studies,100%
Rudolph (Rudy) Saliba,1.0,1 ratings,Writing,80%
Molly Collins,3.9,5 ratings,Education,80%
Andrea Moro,3.7,8 ratings,Economics,100%
Christina Rennhoff,4.4,47 ratings,Economics,95%
Patrick Leddin,4.7,33 ratings,Management,97%
Thilo Womelsdorf,4.8,6 ratings,Neuroscience,100%
George Hornberger,5.0,1 ratings,Engineering,100%
Katherine Clements,3.7,8 ratings,Chemistry,85%
Dan Funk,3.6,11 ratings,Biology,50%
Jose Gil-Ferez,3.3,38 ratings,Mathematics,62%
Charles Lesch,4.8,16 ratings,Political Science,100%
Andrew Coe,4.1,9 ratings,Political Science,73%
Tiffany Patterson,3.8,11 ratings,African-American Studies,70%
Sarah Delassus,4.1,28 ratings,Languages,80%
Jacob Brown,4.8,5 ratings,Languages,100%
Patrick Greiner,4.4,9 ratings,Social Science,90%
Alan Wiseman,4.2,29 ratings,Political Science,96%
Scott Zeman,2.4,5 ratings,Philosophy,N/A
Paul Laibinis,4.2,27 ratings,Engineering,100%
Christopher Candelaria,4.7,3 ratings,Human Development,100%
Martha Jones,3.7,12 ratings,Anthropology,70%
Jefferson Cowie,4.4,15 ratings,History,95%
Joseph Fanning,4.5,2 ratings,Medicine,67%
Richard Haglund,4.0,2 ratings,Physics,84%
M.L. Sandoz,3.7,28 ratings,Communication,78%
Gabriel Briggs,4.7,29 ratings,English,83%
Rachel Teukolsky,3.9,28 ratings,English,64%
Hao Wu,2.4,16 ratings,Psychology,37%
Katherine Carroll,3.9,43 ratings,Political Science,92%
Michael Montgomery,2.6,10 ratings,Mathematics,30%
Dmitry Sonkin,3.8,9 ratings,Mathematics,100%
Joshua Murray,4.2,17 ratings,Sociology,100%
James  McFarland,4.7,7 ratings,Humanities,100%
Anand Taneja,4.3,17 ratings,Religion,100%
David Schlundt,3.7,40 ratings,Psychology,87%
Julie Birdsong,4.7,6 ratings,Engineering,100%
Peter Lorge,3.8,39 ratings,History,70%
Lutz Koepnick,4.8,8 ratings,Art History,100%
Sung Jun Han,0.0,0 ratings,Philosophy,N/A
Ronnie Fielder,5.0,2 ratings,Science,100%
Andrew Burnside,5.0,3 ratings,Philosophy,100%
Ifeoma Nwankwo,3.1,16 ratings,English,50%
Jason Mitchell,3.0,4 ratings,Engineering,86%
Eunji Kim,5.0,1 ratings,Political Science,100%
Alexandre Frenette,4.7,8 ratings,Sociology,91%
Brian Sierawski,4.6,19 ratings,Engineering,100%
Laurie Woods,4.7,33 ratings,Sociology,100%
Cynthia Wasick,3.5,38 ratings,Languages,82%
Andrea Capizzi,4.8,10 ratings,Education,100%
Dylan Domel-White,4.5,6 ratings,Mathematics,100%
David Lubinski,2.7,7 ratings,Psychology,50%
Sarah Williams,3.0,1 ratings,Music,67%
Robert Fry,4.3,72 ratings,Music,84%
Pascal Le Boeuf,4.5,4 ratings,Music Technology,50%
Joshua McGuire,4.7,8 ratings,Music,75%
Leigh Gilchrist,4.3,41 ratings,Human Development,67%
Lacey Hartigan,1.0,1 ratings,Education,50%
Robert Barsky,4.6,21 ratings,English,100%
Diana Sordillo,4.3,7 ratings,Mathematics,100%
Jessie Hock,4.9,9 ratings,English,100%
We Jung Yi,3.6,11 ratings,Asian Studies,67%
Marzia Milazzo,4.0,9 ratings,English,67%
Courtney Preston,1.0,1 ratings,Education,50%
David Berezov,3.3,17 ratings,Engineering,64%
David Ikard,3.2,9 ratings,African-American Studies,50%
Paul Stob,4.8,13 ratings,Communication,100%
Kelly Cunningham,5.0,1 ratings,Philosophy,100%
Hayden Jananthan,2.4,8 ratings,Mathematics,38%
Edward Rubin,2.3,3 ratings,Law,50%
Orest Glembocki,1.5,2 ratings,Engineering,60%
Gabor Karsai,2.6,9 ratings,Engineering,34%
Isidora Miranda,4.5,2 ratings,Music,100%
Eric Ritter,3.8,13 ratings,Philosophy,70%
Brant Beard,5.0,1 ratings,Human Development,100%
Michel Lapre,4.8,9 ratings,Business,78%
William Christie,3.7,7 ratings,Finance,34%
Alexander Jacobs,4.9,14 ratings,American Studies,100%
Kristen Tompkins,4.2,27 ratings,Psychology,78%
Heather Lefkowitz,4.7,17 ratings,Human Development,89%
Jamie Pope,4.5,52 ratings,Nursing,86%
Mark Sapir,2.1,5 ratings,Mathematics,20%
Ben Jordan,4.8,31 ratings,Engineering,95%
Tariq Thachil,5.0,8 ratings,Political Science,100%
Pamela Pigg,3.7,193 ratings,Mathematics,52%
Dan Work,4.0,2 ratings,Engineering,75%
Richard McCarty,4.5,11 ratings,Psychology,77%
Daniel Solomon,4.6,50 ratings,Classics,84%
Amy Booth,4.1,16 ratings,Psychology,78%
Shatema Threadcraft,0.0,0 ratings,Political Science,50%
Carmelo Rizzo,3.6,49 ratings,Chemistry,97%
Odie Blackmon,5.0,3 ratings,Music,100%
Joy Calico,4.0,20 ratings,Music,60%
Joe Hamilton,1.8,12 ratings,Physics,0%
Adeana McNicholl,5.0,8 ratings,Religion,100%
Alexandra Sargent Capps,3.5,6 ratings,Theater,72%
Peter Bils,2.9,7 ratings,Economics,65%
Julian Hillyer,3.4,37 ratings,Biology,68%
Courtney Travers,3.6,16 ratings,Communication,84%
Todd Graham,4.0,39 ratings,Biology,77%
Alicia Lorenzo-Garcia,4.2,19 ratings,Languages,84%
Georgene Troseth,4.2,40 ratings,Psychology,73%
John Sides,4.8,6 ratings,Political Science,85%
Seth Bordenstein,4.3,40 ratings,Biology,84%
Joan Dayan,3.3,16 ratings,English,25%
Joanne Golann,3.0,2 ratings,Human Development,50%
William Luis,3.5,13 ratings,Languages,67%
Edward Saff,3.9,16 ratings,Mathematics,75%
David Wasserstein,3.0,20 ratings,History,15%
Christopher White,5.0,1 ratings,Computer Science,100%
Christopher Loss,0.0,0 ratings,Human Development,50%
Kelly Swope,4.8,4 ratings,Philosophy,100%
Ghina Absi,4.8,5 ratings,Engineering,100%
Ken Frampton,4.1,24 ratings,Engineering,79%
Nate Tenpas,5.0,1 ratings,Mathematics,100%
Jakayla Robbins,3.4,60 ratings,Mathematics,67%
Woden Kusner,3.5,11 ratings,Mathematics,82%
Jocelyne Ishak,3.0,13 ratings,Mathematics,54%
Arthur Demarest,3.3,17 ratings,Anthropology,84%
Samuel Rizzo,3.5,7 ratings,Mathematics,95%
Jonathan Metzl,0.0,0 ratings,Social Science,N/A
Amy Cooter,2.6,20 ratings,Sociology,40%
Michael Burcham,0.0,0 ratings,Business,N/A
Jason Valentine,4.0,1 ratings,Engineering,100%
Amrutur Anilkumar,3.2,10 ratings,Engineering,50%
Michael Goldfarb,3.7,3 ratings,Engineering,100%
Ken Catania,4.7,34 ratings,Biology,96%
Kathryn David,4.8,6 ratings,History,100%
Asami Nakano,5.0,2 ratings,Languages,100%
Nozomi Imai,4.4,10 ratings,Languages,84%
Hallie Cho,0.0,0 ratings,Business,0%
Keith Weghorst,3.8,24 ratings,Political Science,77%
T.S. Harvey,4.8,11 ratings,Anthropology,93%
Yu Huang,0.0,0 ratings,Computer Science,100%
Tracy Miller,3.8,26 ratings,Art History,34%
Douglas Shadle,5.0,10 ratings,Music,100%
Simone Stirner,5.0,8 ratings,Languages,100%
Nathalie Porter,4.0,30 ratings,Languages,55%
Matthew Worsnick,0.0,0 ratings,Architecture,N/A
Yogesh Barve,4.3,3 ratings,Electrical Engineering & Computer Science,100%
Edward Stringfellow,5.0,1 ratings,Computer Science,100%
Analisa Packham,4.4,9 ratings,Economics,89%
James  Patton,4.0,7 ratings,Biology,92%
Erin York,2.0,1 ratings,Political Science,86%
Danyelle Valentine,4.4,13 ratings,Women's Studies,87%
Rachel Racicot,5.0,1 ratings,Biology,100%
Chalene Helmuth,4.4,33 ratings,Languages,100%
Jennifer Gunderman,4.5,53 ratings,Music,95%
Douglas Adams,4.6,11 ratings,Engineering,92%
Amy Faeder,3.3,36 ratings,Sociology,50%
Doug Schmidt,3.7,26 ratings,Computer Science,67%
Frank Robinson,4.8,36 ratings,History,86%
Hojat Ghandi,2.9,27 ratings,Economics,43%
Taylor McNeil,3.0,2 ratings,Mathematics,67%
Miguel Herranz,3.9,5 ratings,Spanish,100%
Kevin Rilling,5.0,7 ratings,Music,100%
Nathan Tenpas,5.0,1 ratings,Mathematics,100%
Emerson Bodde,5.0,1 ratings,Philosophy,100%
Kristen Fauria,0.0,0 ratings,Geology,100%
Sheri Shaneyfelt,4.8,40 ratings,Art History,88%
Christina Marasco,3.7,8 ratings,Engineering,63%
Neil Kelley,4.5,17 ratings,Geology,78%
Thomas Schwartz,4.7,51 ratings,History,96%
Emanuele Costa,4.0,1 ratings,Philosophy,100%
Gieri Simonett,3.9,46 ratings,Mathematics,84%
Sarah Quincy,1.1,21 ratings,Economics,0%
Freeman Wu,4.3,7 ratings,Business,82%
Celso Castilho,4.6,11 ratings,History,100%
Li Min Chen,1.5,10 ratings,Human Development,10%
Savanna Starko,4.7,18 ratings,Physics,100%
Cynthia Brame,4.7,20 ratings,Biology,90%
Tara Todd,4.2,144 ratings,Chemistry,87%
Piran Kidambi,2.0,4 ratings,Engineering,50%
Nina Martin,5.0,2 ratings,Human Development,100%
Paul Chaney,2.5,4 ratings,Accounting,25%
Claudine Taaffe,3.2,23 ratings,African-American Studies,56%
Prasad Polavarapu,3.7,64 ratings,Chemistry,67%
Jihan Mohammed,0.0,0 ratings,Sociology,100%
Akos Ledeczi,4.2,32 ratings,Computer Science,95%
Jenna Christian,0.0,0 ratings,Social Science,100%
Hilario Lomeli,0.0,0 ratings,Ethnic Studies,100%
Gretchen Selcke,4.4,5 ratings,Ethnic Studies,100%
Samuel Shepherd,0.0,0 ratings,Mathematics,100%
Vivian Shaw,0.0,0 ratings,Asian Studies,100%
Maya Kushan,0.0,0 ratings,Mathematics,100%
Rong Wang,0.0,0 ratings,Human Development,100%
Daniel Arena,4.9,131 ratings,Computer Science,99%
Dominique Piot,2.6,66 ratings,Computer Science,33%
Craig Lindsley,5.0,3 ratings,Chemistry,100%
Jonathan Waters,3.5,8 ratings,Film,60%
Judith Klass,3.9,22 ratings,English,80%
Emilia Canahuati,5.0,1 ratings,Psychology,100%
Kimberly Paulsen,5.0,1 ratings,Education,100%
Christoph Zeller,4.1,17 ratings,Languages,67%
Christopher Li,0.0,0 ratings,Economics,N/A
Deon Benton,0.0,0 ratings,Psychology,100%
Jessica Bennett,5.0,1 ratings,Medicine,100%
Christine Quinn Trank,4.8,7 ratings,Human Development,100%
Courtney Rehkamp,0.0,0 ratings,Languages,N/A
Matthew Ratner,0.0,0 ratings,Fine Arts,N/A
Corey Gheesling,5.0,2 ratings,Human Development,100%
Kendall Park,4.2,12 ratings,Management,100%
Mark Sanchez,0.0,0 ratings,Asian Studies,100%
Michael Bess,4.6,72 ratings,History,100%
Craig Blaha,5.0,1 ratings,Human Development,100%
Jessica Gilpin,2.5,35 ratings,Biology,100%
Leonardo Abbrescia,5.0,1 ratings,Mathematics,100%
Sean McAfee,0.0,0 ratings,Mathematics,100%
Jelena Bogdanovic,5.0,1 ratings,Classics,100%
Justine Hoch,0.0,0 ratings,Psychology,100%
Jacob Haley,0.0,0 ratings,Mathematics,100%
Karan Jani,0.0,0 ratings,Physics & Astronomy,N/A
Kelly Pohland,0.0,0 ratings,Mathematics,100%
Dr. Kevin,5.0,18 ratings,Biology,100%
Adam List,3.3,117 ratings,Chemistry,68%
David Florian,0.0,0 ratings,Engineering,100%
Bill Collins,4.3,19 ratings,Economics,88%
Laura Stark,3.4,12 ratings,Medicine,79%
William Booth,4.1,39 ratings,Political Science,63%
Joe Rando,4.1,34 ratings,Business,85%
Dusan Danilovic,3.7,9 ratings,Astronomy,100%
Ashmeet Oberoi,0.0,0 ratings,Human Development,100%
Jordan Jurinsky,1.3,6 ratings,Human Development,0%
Ruppi Saggi,4.3,31 ratings,Economics,95%
Brian Rejack,3.4,11 ratings,English,N/A
Kimberly Bess,2.7,27 ratings,Human Development,67%
Ruth Rogaski,4.3,24 ratings,Health Science,84%
Michelle Sulikowski,4.0,84 ratings,Chemistry,93%
Adriane Seiffert,3.7,45 ratings,Psychology,78%
Lily Claiborne,3.7,61 ratings,Geology,71%
Stephen Buckles,3.2,331 ratings,Economics,35%
Steven Wenz,4.5,14 ratings,Languages,100%
Julio Cáceres Gonzales,3.2,9 ratings,Mathematics,56%
Alexander Christensen,0.0,0 ratings,Human Development,N/A
Gergan Mabel,0.0,0 ratings,Asian Studies,N/A
Meiyi Ma,4.0,1 ratings,Computer Science,100%
Kimberly  Mckinson,0.0,0 ratings,Anthropology,100%
Lorrie  Moore,0.0,0 ratings,English,N/A
Charleson Bell,0.0,0 ratings,Biomedical,N/A
Leigh Wadsworth,4.3,50 ratings,Education,91%
Katherine Friedman,4.1,52 ratings,Biology,70%
Peter Rousseau,3.6,14 ratings,Economics,100%
Heraldo Falconi,4.7,34 ratings,Languages,95%
Leslie Smith,3.8,199 ratings,Psychology,73%
Steven Hollon,4.7,29 ratings,Psychology,100%
Pengfei Li,0.0,0 ratings,Asian Studies,N/A
Christos Constantinidis,0.0,0 ratings,Engineering,100%
Lorenzo Gavassino,0.0,0 ratings,Mathematics,N/A
Erin Henrick,0.0,0 ratings,Education,N/A
Grayson McClain,5.0,1 ratings,Engineering,100%
Michelle Young,3.0,1 ratings,Anthropology,100%
Lisa  Bloomquist,0.0,0 ratings,Languages,N/A
Ismail  Kurun,0.0,0 ratings,Philosophy,100%
Marcus Dillender,5.0,1 ratings,Economics,100%
Allena Berry,5.0,1 ratings,Education,100%
Ari Caramanica,2.0,1 ratings,Anthropology,100%
Jack Crawford,5.0,1 ratings,Art History,100%
Bryan Ward,1.0,1 ratings,Computer Science,N/A
Tiffany Saul,0.0,0 ratings,Anthropology,N/A
Djenanway Se-Gahon,0.0,0 ratings,English,N/A
David Carlone,0.0,0 ratings,Human Development,N/A
Craig Lewis,1.0,1 ratings,Finance,0%
Jessica Logan,0.0,0 ratings,Education,N/A
John Marshall,5.0,1 ratings,Education,100%
Jieying Wu,0.0,0 ratings,Engineering,N/A
Amy Owen,0.0,0 ratings,Human Development,N/A
Jirong Long,0.0,0 ratings,Medicine,N/A
Jeong-Oh Kim,4.0,19 ratings,English,71%
Daniel Moyer,0.0,0 ratings,Computer Science,N/A
Lin Meng,0.0,0 ratings,Science,100%
Calynn Dowler,4.0,1 ratings,Religion,100%
Jihye Heo,2.2,10 ratings,Economics,100%
Catherine McTamaney,4.0,53 ratings,Education,81%
Kevin Leach,5.0,3 ratings,Computer Science,100%
Ashleigh Maxcey,3.3,62 ratings,Psychology,67%
Antonis Rokas,4.1,17 ratings,Biology,100%
Kent Dolezal,4.2,33 ratings,Economics,91%
Emily Ritter,3.0,30 ratings,Political Science,62%
Michelle Marcus,2.4,5 ratings,Economics,0%
Mohammed Allehbi,5.0,1 ratings,Classics,100%
Jennifer McGuire,5.0,1 ratings,Music Education,100%
Sophia Vinci-Booher,0.0,0 ratings,Mathematics,100%
Geoffrey Moseley,0.0,0 ratings,Classics,N/A
Laurence Zwiebel,2.6,68 ratings,Biology,40%
Xiaoguang Dong,0.0,0 ratings,Engineering,100%
Daniel Diermeier,4.0,2 ratings,Political Science,100%
Jie Ying Wu,0.0,0 ratings,Computer Science,100%
Bob  Spieth,0.0,0 ratings,Business,100%
Bridget Rogers,2.5,41 ratings,Engineering,38%
Eric Gurevitch,0.0,0 ratings,Humanities,N/A
Thomas Huebner,5.0,1 ratings,Languages,100%
Norbert Ross,3.2,35 ratings,Anthropology,100%
Julia Noland,3.5,43 ratings,Psychology,94%
Amy Needham,3.9,20 ratings,Psychology,91%
Lijun Song,3.4,20 ratings,Sociology,25%
Jared Nordman,4.2,22 ratings,Biology,87%
Diana Heney,2.8,5 ratings,Philosophy,67%
Carmine Grimaldi,4.0,1 ratings,Film,100%
Lucie Kalousova,3.0,5 ratings,Sociology,100%
Qais Assali,1.5,2 ratings,Art,N/A
Andre Bastos,5.0,1 ratings,Neuroscience,100%
Yolanda McDonald,4.0,1 ratings,Human Development,100%
Anna Marra,5.0,1 ratings,Languages,100%
Eric Bond,3.5,11 ratings,Economics,100%
Forrest Laine,0.0,0 ratings,Engineering,100%
Jeffrey Johnston,3.4,26 ratings,Chemistry,78%
Melanie Hundley,0.0,0 ratings,English,N/A
Veronika Pool,2.5,11 ratings,Finance,67%
Adam Blandin,1.3,4 ratings,Economics,100%
James Pilgrim,5.0,1 ratings,Art History,100%
Victoria Hensley,5.0,1 ratings,Art History,100%
Raghav Kunnawalkam Elayavalli,5.0,1 ratings,Physics,100%
Gayathri Narasimham,2.7,33 ratings,Psychology,75%
Ashok Choudhury,4.3,18 ratings,Engineering,94%
Samuel Dolby,0.0,0 ratings,History,N/A
Samuel Dolbee,5.0,1 ratings,History,100%
Richard Welsh,0.0,0 ratings,Human Development,N/A
Gina Bai,3.4,16 ratings,Computer Science,100%
Nicole Hemmer,5.0,1 ratings,History,100%
Sarah McIlroy,5.0,1 ratings,Human Development,100%
Liudmyla Kryvonos,5.0,1 ratings,Mathematics,100%
Amanda Benson,3.4,59 ratings,Biology,96%
Stephanie Graves,5.0,1 ratings,English,100%
Myrna Wooders,1.5,41 ratings,Economics,72%
James Weimer,0.0,0 ratings,Computer Science,N/A
Jay Clayton,3.9,13 ratings,English,100%
Ronald Hedgecock,0.0,0 ratings,Computer Science,N/A
